"date","geo_windspeed_10m","geo_windspeed_30m","ukkel_windspeed_10m","ukkel_windspeed_30m","ecmwf_windspeed_10m"
"2003-02-05 00:00:00","3.92","5.41",NULL,NULL,NULL
"2003-02-06 00:00:00","2.68","3.63",NULL,NULL,NULL
"2003-02-07 00:00:00","3.75","5.1",NULL,NULL,NULL
"2003-02-08 00:00:00","2.44","3.63",NULL,NULL,NULL
"2003-02-09 00:00:00","2.92","3.43",NULL,NULL,NULL
"2003-02-10 00:00:00","1.93","2.57",NULL,NULL,NULL
"2003-02-11 00:00:00","1.68","2.18",NULL,NULL,NULL
"2003-02-12 00:00:00","2.14","2.86",NULL,NULL,NULL
"2003-02-13 00:00:00","3","3.72",NULL,NULL,NULL
"2003-02-14 00:00:00","3.01","3.86",NULL,NULL,NULL
"2003-02-15 00:00:00","3.7","4.87",NULL,NULL,NULL
"2003-02-16 00:00:00","3.83","4.74",NULL,NULL,NULL
"2003-02-17 00:00:00","3.63","4.8",NULL,NULL,NULL
"2003-02-18 00:00:00","3.2","3.98",NULL,NULL,NULL
"2003-02-19 00:00:00","5.58","7.26",NULL,NULL,NULL
"2003-02-20 00:00:00","2.47","2.91",NULL,NULL,NULL
"2003-02-21 00:00:00","1.57","1.88",NULL,NULL,NULL
"2003-02-22 00:00:00","2.79","3.04",NULL,NULL,NULL
"2003-02-23 00:00:00","3.39","3.94",NULL,NULL,NULL
"2003-02-24 00:00:00","3.32","3.99",NULL,NULL,NULL
"2003-02-25 00:00:00","3.09","3.78",NULL,NULL,NULL
"2003-02-26 00:00:00","2.93","3.43",NULL,NULL,NULL
"2003-02-27 00:00:00","3.17","4.38",NULL,NULL,NULL
"2003-02-28 00:00:00","3.86","5.2",NULL,NULL,NULL
"2003-03-01 00:00:00","3.8","4.5",NULL,NULL,NULL
"2003-03-02 00:00:00","3.59","4.35",NULL,NULL,NULL
"2003-03-03 00:00:00","2.19","2.83",NULL,NULL,NULL
"2003-03-04 00:00:00","3.93","4.68",NULL,NULL,NULL
"2003-03-05 00:00:00","3.08","3.9",NULL,NULL,NULL
"2003-03-06 00:00:00","3.48","4.36",NULL,NULL,NULL
"2003-03-07 00:00:00","4.34","5.34",NULL,NULL,NULL
"2003-03-08 00:00:00","6.71","7.73",NULL,NULL,NULL
"2003-03-09 00:00:00","5.65","6.5",NULL,NULL,NULL
"2003-03-10 00:00:00","4.15","5.05",NULL,NULL,NULL
"2003-03-11 00:00:00","5.2","6.07",NULL,NULL,NULL
"2003-03-12 00:00:00","4.07","4.96",NULL,NULL,NULL
"2003-03-13 00:00:00","3.56","4.39",NULL,NULL,NULL
"2003-03-14 00:00:00","4.18","5.59",NULL,NULL,NULL
"2003-03-15 00:00:00","4.74","6.09",NULL,NULL,NULL
"2003-03-16 00:00:00","3.33","3.85",NULL,NULL,NULL
"2003-03-17 00:00:00","2.74","3.37",NULL,NULL,NULL
"2003-03-18 00:00:00","3.29","4.37",NULL,NULL,NULL
"2003-03-19 00:00:00","1.99","2.48",NULL,NULL,NULL
"2003-03-20 00:00:00","1.63","1.85",NULL,NULL,NULL
"2003-03-21 00:00:00","2.89","3.63",NULL,NULL,NULL
"2003-03-22 00:00:00","3.98","4.64",NULL,NULL,NULL
"2003-03-23 00:00:00","2.15","2.77",NULL,NULL,NULL
"2003-03-24 00:00:00","2.75","3.91",NULL,NULL,NULL
"2003-03-25 00:00:00","1.37","1.93",NULL,NULL,NULL
"2003-03-26 00:00:00","1.99","2.41",NULL,NULL,NULL
"2003-03-27 00:00:00","1.83","1.61",NULL,NULL,NULL
"2003-03-28 00:00:00","2.52","2.2",NULL,NULL,NULL
"2003-03-29 00:00:00","1.84","1.5",NULL,NULL,NULL
"2003-03-30 00:00:00","2.56","2.29",NULL,NULL,NULL
"2003-03-31 00:00:00","3.07","2.79",NULL,NULL,NULL
"2003-04-01 00:00:00","5.41","4.34",NULL,NULL,NULL
"2003-04-02 00:00:00","5.16","4.84",NULL,NULL,NULL
"2003-04-03 00:00:00","4.37","3.67",NULL,NULL,NULL
"2003-04-04 00:00:00","2.44","1.91",NULL,NULL,NULL
"2003-04-05 00:00:00","5.56","4.5",NULL,NULL,NULL
"2003-04-06 00:00:00","4.42","3.61",NULL,NULL,NULL
"2003-04-07 00:00:00","3.44","2.92",NULL,NULL,NULL
"2003-04-08 00:00:00","2.54","2.18",NULL,NULL,NULL
"2003-04-09 00:00:00","3.37","3.03",NULL,NULL,NULL
"2003-04-10 00:00:00","1.96","1.53",NULL,NULL,NULL
"2003-04-11 00:00:00","2.09","1.9",NULL,NULL,NULL
"2003-04-12 00:00:00","2.06","1.8",NULL,NULL,NULL
"2003-04-13 00:00:00","3.46","3.07",NULL,NULL,NULL
"2003-04-14 00:00:00","5.18","4.16",NULL,NULL,NULL
"2003-04-15 00:00:00","3.82","3",NULL,NULL,NULL
"2003-04-16 00:00:00","3.95","3.35",NULL,NULL,NULL
"2003-04-17 00:00:00","4.25","3.85",NULL,NULL,NULL
"2003-04-18 00:00:00","4.26","3.73",NULL,NULL,NULL
"2003-04-19 00:00:00","4.88","4.08",NULL,NULL,NULL
"2003-04-20 00:00:00","3.24","2.78",NULL,NULL,NULL
"2003-04-21 00:00:00","2.84","2.44",NULL,NULL,NULL
"2003-04-22 00:00:00","2.22","1.85",NULL,NULL,NULL
"2003-04-23 00:00:00","2.68","2.31",NULL,NULL,NULL
"2003-04-24 00:00:00","2.23","1.86",NULL,NULL,NULL
"2003-04-25 00:00:00","2.61","2.08",NULL,NULL,NULL
"2003-04-26 00:00:00","3.37","2.72",NULL,NULL,NULL
"2003-04-27 00:00:00","5.27","4.16",NULL,NULL,NULL
"2003-04-28 00:00:00","4.91","4.24",NULL,NULL,NULL
"2003-04-29 00:00:00","4.81","3.96",NULL,NULL,NULL
"2003-04-30 00:00:00","3.47","3.06",NULL,NULL,NULL
"2003-05-01 00:00:00","5.56","4.77",NULL,NULL,NULL
"2003-05-02 00:00:00","5.3","4.68",NULL,NULL,NULL
"2003-05-03 00:00:00","6","4.97",NULL,NULL,NULL
"2003-05-04 00:00:00","4.28","3.63",NULL,NULL,NULL
"2003-05-05 00:00:00","2.81","2.33",NULL,NULL,NULL
"2003-05-06 00:00:00","2.43","1.99",NULL,NULL,NULL
"2003-05-07 00:00:00","2.74","2.22",NULL,NULL,NULL
"2003-05-08 00:00:00","2.18","1.63",NULL,NULL,NULL
"2003-05-09 00:00:00","2.25","1.72",NULL,NULL,NULL
"2003-05-10 00:00:00","2.18","1.84",NULL,NULL,NULL
"2003-05-11 00:00:00","2.04","1.83",NULL,NULL,NULL
"2003-05-12 00:00:00","3.84","3.24",NULL,NULL,NULL
"2003-05-13 00:00:00","3.86","3.14",NULL,NULL,NULL
"2003-05-14 00:00:00","3.62","3.19",NULL,NULL,NULL
"2003-05-15 00:00:00","1.75","1.56",NULL,NULL,NULL
"2003-05-16 00:00:00","2.16","1.77",NULL,NULL,NULL
"2003-05-17 00:00:00","4.03","3.59",NULL,NULL,NULL
"2003-05-18 00:00:00","4.21","3.44",NULL,NULL,NULL
"2003-05-19 00:00:00","3.62","3.19",NULL,NULL,NULL
"2003-05-20 00:00:00","5.92","4.96",NULL,NULL,NULL
"2003-05-21 00:00:00","3.91","3.31",NULL,NULL,NULL
"2003-05-22 00:00:00","4.23","3.69",NULL,NULL,NULL
"2003-05-23 00:00:00","4.13","3.28",NULL,NULL,NULL
"2003-05-24 00:00:00","2.37","1.64",NULL,NULL,NULL
"2003-05-25 00:00:00","3.35","2.17",NULL,NULL,NULL
"2003-05-26 00:00:00","2.03","1.77",NULL,NULL,NULL
"2003-05-27 00:00:00","2.28","1.89",NULL,NULL,NULL
"2003-05-28 00:00:00","2.4","1.97",NULL,NULL,NULL
"2003-05-29 00:00:00","2.34","2.19",NULL,NULL,NULL
"2003-05-30 00:00:00","1.93","1.54",NULL,NULL,NULL
"2003-05-31 00:00:00","1.96","1.54",NULL,NULL,NULL
"2003-06-01 00:00:00","1.91","1.43",NULL,NULL,NULL
"2003-06-02 00:00:00","2.73","2.18",NULL,NULL,NULL
"2003-06-03 00:00:00","2.11","1.77",NULL,NULL,NULL
"2003-06-04 00:00:00","3.55","2.85",NULL,NULL,NULL
"2003-06-05 00:00:00","1.98","1.69",NULL,NULL,NULL
"2003-06-06 00:00:00","1.62","1.46",NULL,NULL,NULL
"2003-06-07 00:00:00","2.22","2.04",NULL,NULL,NULL
"2003-06-08 00:00:00","3.29","2.9",NULL,NULL,NULL
"2003-06-09 00:00:00","2.35","2.08",NULL,NULL,NULL
"2003-06-10 00:00:00","2.73","2.35",NULL,NULL,NULL
"2003-06-11 00:00:00","2.55","2.19",NULL,NULL,NULL
"2003-06-12 00:00:00","1.84","1.55",NULL,NULL,NULL
"2003-06-13 00:00:00","2.05","1.77",NULL,NULL,NULL
"2003-06-14 00:00:00","2.2","1.97",NULL,NULL,NULL
"2003-06-15 00:00:00","2.26","1.95",NULL,NULL,NULL
"2003-06-16 00:00:00","2.17","1.87",NULL,NULL,NULL
"2003-06-17 00:00:00","2.26","2.04",NULL,NULL,NULL
"2003-06-18 00:00:00","3.8","3.3",NULL,NULL,NULL
"2003-06-19 00:00:00","4.64","4.01",NULL,NULL,NULL
"2003-06-20 00:00:00","3.73","3.13",NULL,NULL,NULL
"2003-06-21 00:00:00","1.61","1.42",NULL,NULL,NULL
"2003-06-22 00:00:00","2.16","1.77",NULL,NULL,NULL
"2003-06-23 00:00:00","4.45","4.07",NULL,NULL,NULL
"2003-06-24 00:00:00","2.55","2.33",NULL,NULL,NULL
"2003-06-25 00:00:00","2.61","2.44",NULL,NULL,NULL
"2003-06-26 00:00:00","2.52","2.21",NULL,NULL,NULL
"2003-06-27 00:00:00","2.46","2.01",NULL,NULL,NULL
"2003-06-28 00:00:00","2.38","1.95",NULL,NULL,NULL
"2003-06-29 00:00:00","1.76","1.46",NULL,NULL,NULL
"2003-06-30 00:00:00","3.09","2.63",NULL,NULL,NULL
"2003-07-01 00:00:00","3.93","3.32",NULL,NULL,NULL
"2003-07-02 00:00:00","4.02","3.14",NULL,NULL,NULL
"2003-07-03 00:00:00","2.97","2.59",NULL,NULL,NULL
"2003-07-04 00:00:00","3.23","2.69",NULL,NULL,NULL
"2003-07-05 00:00:00","3.14","2.78",NULL,NULL,NULL
"2003-07-06 00:00:00","1.56","1.18",NULL,NULL,NULL
"2003-07-07 00:00:00","1.7","1.38",NULL,NULL,NULL
"2003-07-08 00:00:00","2.12","1.73",NULL,NULL,NULL
"2003-07-09 00:00:00","2.18","1.81",NULL,NULL,NULL
"2003-07-10 00:00:00","1.59","1.24",NULL,NULL,NULL
"2003-07-11 00:00:00","2.99","2.66",NULL,NULL,NULL
"2003-07-12 00:00:00","2.11","1.69",NULL,NULL,NULL
"2003-07-13 00:00:00","2.58","2.35",NULL,NULL,NULL
"2003-07-14 00:00:00","3.12","2.75",NULL,NULL,NULL
"2003-07-15 00:00:00","2.8","2.31",NULL,NULL,NULL
"2003-07-16 00:00:00","3.81","3",NULL,NULL,NULL
"2003-07-17 00:00:00","4.46","3.91",NULL,NULL,NULL
"2003-07-18 00:00:00","2.72","2.5",NULL,NULL,NULL
"2003-07-19 00:00:00","2.24","1.97",NULL,NULL,NULL
"2003-07-20 00:00:00","2.44","1.97",NULL,NULL,NULL
"2003-07-21 00:00:00","2.21","1.94",NULL,NULL,NULL
"2003-07-22 00:00:00","2.25","2.02",NULL,NULL,NULL
"2003-07-23 00:00:00","1.75","1.58",NULL,NULL,NULL
"2003-07-24 00:00:00","2.79","2.7",NULL,NULL,NULL
"2003-07-25 00:00:00","3.75","3.42",NULL,NULL,NULL
"2003-07-26 00:00:00","3.41","2.12",NULL,NULL,NULL
"2003-07-27 00:00:00","3.98","2.49",NULL,NULL,NULL
"2003-07-28 00:00:00","2.43","1.51",NULL,NULL,NULL
"2003-07-29 00:00:00","2.45","1.66",NULL,NULL,NULL
"2003-07-30 00:00:00","2.62","1.75",NULL,NULL,NULL
"2003-07-31 00:00:00","1.74","1.1",NULL,NULL,NULL
"2003-08-01 00:00:00","1.77","1.14",NULL,NULL,NULL
"2003-08-02 00:00:00","1.82","1.12",NULL,NULL,NULL
"2003-08-03 00:00:00","1.89","1.25",NULL,NULL,NULL
"2003-08-04 00:00:00","2.11","1.5",NULL,NULL,NULL
"2003-08-05 00:00:00","2.35","1.69",NULL,NULL,NULL
"2003-08-06 00:00:00","1.86","1.3",NULL,NULL,NULL
"2003-08-07 00:00:00","2.1","1.46",NULL,NULL,NULL
"2003-08-08 00:00:00","2.25","1.41",NULL,NULL,NULL
"2003-08-09 00:00:00","1.73","1.01",NULL,NULL,NULL
"2003-08-10 00:00:00","1.74","1.01",NULL,NULL,NULL
"2003-08-11 00:00:00","1.86","1.19",NULL,NULL,NULL
"2003-08-12 00:00:00","2.46","1.71",NULL,NULL,NULL
"2003-08-13 00:00:00","2.2","1.27",NULL,NULL,NULL
"2003-08-14 00:00:00","2.85","1.75",NULL,NULL,NULL
"2003-08-15 00:00:00","2.42","1.73",NULL,NULL,NULL
"2003-08-16 00:00:00","2.64","1.87",NULL,NULL,NULL
"2003-08-17 00:00:00","2.43","1.55",NULL,NULL,NULL
"2003-08-18 00:00:00","2.92","1.74",NULL,NULL,NULL
"2003-08-19 00:00:00","2.89","1.77",NULL,NULL,NULL
"2003-08-20 00:00:00","1.61","1.03",NULL,NULL,NULL
"2003-08-21 00:00:00","2.45","1.58",NULL,NULL,NULL
"2003-08-22 00:00:00","3.37","2.19",NULL,NULL,NULL
"2003-08-23 00:00:00","2.62","1.7",NULL,NULL,NULL
"2003-08-24 00:00:00","2.76","1.93",NULL,NULL,NULL
"2003-08-25 00:00:00","3.09","2.16",NULL,NULL,NULL
"2003-08-26 00:00:00","2.18","1.33",NULL,NULL,NULL
"2003-08-27 00:00:00","1.97","1.23",NULL,NULL,NULL
"2003-08-28 00:00:00","2.16","1.34",NULL,NULL,NULL
"2003-08-29 00:00:00","2.98","1.85",NULL,NULL,NULL
"2003-08-30 00:00:00","2.56","1.69",NULL,NULL,NULL
"2003-08-31 00:00:00","2.64","1.72",NULL,NULL,NULL
"2003-09-01 00:00:00","2.38","1.49",NULL,NULL,NULL
"2003-09-02 00:00:00","1.92","1.25",NULL,NULL,NULL
"2003-09-03 00:00:00","1.75","1.1",NULL,NULL,NULL
"2003-09-04 00:00:00","2.03","1.31",NULL,NULL,NULL
"2003-09-05 00:00:00","2.59","1.72",NULL,NULL,NULL
"2003-09-06 00:00:00","2.71","1.86",NULL,NULL,NULL
"2003-09-07 00:00:00","1.61","1.12",NULL,NULL,NULL
"2003-09-08 00:00:00","1.55","1.02",NULL,NULL,NULL
"2003-09-09 00:00:00","2.18","1.41",NULL,NULL,NULL
"2003-09-10 00:00:00","3.87","2.33",NULL,NULL,NULL
"2003-09-11 00:00:00","3.18","2.12",NULL,NULL,NULL
"2003-09-12 00:00:00","2.03","1.43",NULL,NULL,NULL
"2003-09-13 00:00:00","2.37","1.66",NULL,NULL,NULL
"2003-09-14 00:00:00","2.34","1.45",NULL,NULL,NULL
"2003-09-15 00:00:00","1.68","1.08",NULL,NULL,NULL
"2003-09-16 00:00:00","1.33","0.75",NULL,NULL,NULL
"2003-09-17 00:00:00","1.58","1.09",NULL,NULL,NULL
"2003-09-18 00:00:00","2.68","1.88",NULL,NULL,NULL
"2003-09-19 00:00:00","2.31","1.64",NULL,NULL,NULL
"2003-09-20 00:00:00","2.07","1.46",NULL,NULL,NULL
"2003-09-21 00:00:00","2.54","1.97",NULL,NULL,NULL
"2003-09-22 00:00:00","5.23","3.47",NULL,NULL,NULL
"2003-09-23 00:00:00","3.43","2.2",NULL,NULL,NULL
"2003-09-24 00:00:00","1.88","1.19",NULL,NULL,NULL
"2003-09-25 00:00:00","2.92","1.85",NULL,NULL,NULL
"2003-09-26 00:00:00","2.52","1.72",NULL,NULL,NULL
"2003-09-27 00:00:00","1.61","1.07",NULL,NULL,NULL
"2003-09-28 00:00:00","2.97","1.92",NULL,NULL,NULL
"2003-09-29 00:00:00","2.84","1.74",NULL,NULL,NULL
"2003-09-30 00:00:00","2.93","1.93",NULL,NULL,NULL
"2003-10-01 00:00:00","2.52","1.63",NULL,NULL,NULL
"2003-10-02 00:00:00","1.95","1.17",NULL,NULL,NULL
"2003-10-03 00:00:00","2.93","1.76",NULL,NULL,NULL
"2003-10-04 00:00:00","3.24","2.11",NULL,NULL,NULL
"2003-10-05 00:00:00","3.16","2.01",NULL,NULL,NULL
"2003-10-06 00:00:00","5.54","3.51",NULL,NULL,NULL
"2003-10-07 00:00:00","5.49","3.72",NULL,NULL,NULL
"2003-10-08 00:00:00","4.24","3.16",NULL,NULL,NULL
"2003-10-09 00:00:00","3.17","2.32",NULL,NULL,NULL
"2003-10-10 00:00:00","4.18","2.83",NULL,NULL,NULL
"2003-10-11 00:00:00","2.32","1.54",NULL,NULL,NULL
"2003-10-12 00:00:00","3.19","2.24",NULL,NULL,NULL
"2003-10-13 00:00:00","3.78","2.44",NULL,NULL,NULL
"2003-10-14 00:00:00","4.5","2.76",NULL,NULL,NULL
"2003-10-15 00:00:00","4.53","2.85",NULL,NULL,NULL
"2003-10-16 00:00:00","4.35","2.88",NULL,NULL,NULL
"2003-10-17 00:00:00","4.13","2.7",NULL,NULL,NULL
"2003-10-18 00:00:00","3.33","2.28",NULL,NULL,NULL
"2003-10-19 00:00:00","2.6","1.75",NULL,NULL,NULL
"2003-10-20 00:00:00","2.9","1.98",NULL,NULL,NULL
"2003-10-21 00:00:00","1.76","1.08",NULL,NULL,NULL
"2003-10-22 00:00:00","2.95","2.01",NULL,NULL,NULL
"2003-10-23 00:00:00","4.98","3.13",NULL,NULL,NULL
"2003-10-24 00:00:00","2.37","1.58",NULL,NULL,NULL
"2003-10-25 00:00:00","3.91","2.57",NULL,NULL,NULL
"2003-10-26 00:00:00","2.69","1.55",NULL,NULL,NULL
"2003-10-27 00:00:00","1.72","1.06",NULL,NULL,NULL
"2003-10-28 00:00:00","1.68","1.02",NULL,NULL,NULL
"2003-10-29 00:00:00","3.71","2.54",NULL,NULL,NULL
"2003-10-30 00:00:00","3.55","2.21",NULL,NULL,NULL
"2003-10-31 00:00:00","3.78","2.49",NULL,NULL,NULL
"2003-11-01 00:00:00","3.93","2.53",NULL,NULL,NULL
"2003-11-02 00:00:00","6.45","4.2",NULL,NULL,NULL
"2003-11-03 00:00:00","7.31","4.47",NULL,NULL,NULL
"2003-11-04 00:00:00","3.04","2",NULL,NULL,NULL
"2003-11-05 00:00:00","3.22","1.88",NULL,NULL,NULL
"2003-11-06 00:00:00","2.21","1.36",NULL,NULL,NULL
"2003-11-07 00:00:00","4.4","2.97",NULL,NULL,NULL
"2003-11-08 00:00:00","4.04","2.75",NULL,NULL,NULL
"2003-11-09 00:00:00","2.97","1.87",NULL,NULL,NULL
"2003-11-10 00:00:00","1.85","1.2",NULL,NULL,NULL
"2003-11-11 00:00:00","2.09","1.28",NULL,NULL,NULL
"2003-11-12 00:00:00","2.7","1.72",NULL,NULL,NULL
"2003-11-13 00:00:00","2.89","1.9",NULL,NULL,NULL
"2003-11-14 00:00:00","4.64","2.91",NULL,NULL,NULL
"2003-11-15 00:00:00","3.97","2.72",NULL,NULL,NULL
"2003-11-16 00:00:00","2.31","1.62",NULL,NULL,NULL
"2003-11-17 00:00:00","4.68","2.97",NULL,NULL,NULL
"2003-11-18 00:00:00","5.03","3.08",NULL,NULL,NULL
"2003-11-19 00:00:00","4.62","2.72",NULL,NULL,NULL
"2003-11-20 00:00:00","4.22","2.53",NULL,NULL,NULL
"2003-11-21 00:00:00","3.48","2.39",NULL,NULL,NULL
"2003-11-22 00:00:00","4.04","2.64",NULL,NULL,NULL
"2003-11-23 00:00:00","3.79","2.61",NULL,NULL,NULL
"2003-11-24 00:00:00","3.02","1.96",NULL,NULL,NULL
"2003-11-25 00:00:00","2.35","1.37",NULL,NULL,NULL
"2003-11-26 00:00:00","6.1","3.78",NULL,NULL,NULL
"2003-11-27 00:00:00","1.72","1.09",NULL,NULL,NULL
"2003-11-28 00:00:00","2.32","1.34",NULL,NULL,NULL
"2003-11-29 00:00:00","4.18","2.49",NULL,NULL,NULL
"2003-11-30 00:00:00","3.77","2.38",NULL,NULL,NULL
"2003-12-01 00:00:00","3.97","2.74",NULL,NULL,NULL
"2003-12-02 00:00:00","1.69","1.19",NULL,NULL,NULL
"2003-12-03 00:00:00","2.57","1.78",NULL,NULL,NULL
"2003-12-04 00:00:00","4.45","3.1",NULL,NULL,NULL
"2003-12-05 00:00:00","1.96","1.3",NULL,NULL,NULL
"2003-12-06 00:00:00","3.09","2.11",NULL,NULL,NULL
"2003-12-07 00:00:00","4.18","2.86",NULL,NULL,NULL
"2003-12-08 00:00:00","2.58","1.86",NULL,NULL,NULL
"2003-12-09 00:00:00","1.9","1.2",NULL,NULL,NULL
"2003-12-10 00:00:00","2.04","1.47",NULL,NULL,NULL
"2003-12-11 00:00:00","5.07","3.71",NULL,NULL,NULL
"2003-12-12 00:00:00","2.94","2.33",NULL,NULL,NULL
"2003-12-13 00:00:00","7.75","5.13",NULL,NULL,NULL
"2003-12-14 00:00:00","6.32","4.07",NULL,NULL,NULL
"2003-12-15 00:00:00","4.6","3.13",NULL,NULL,NULL
"2003-12-16 00:00:00","2.4","1.7",NULL,NULL,NULL
"2003-12-17 00:00:00","2.02","1.43",NULL,NULL,NULL
"2003-12-18 00:00:00","2.74","1.99",NULL,NULL,NULL
"2003-12-19 00:00:00","2.71","2.13",NULL,NULL,NULL
"2003-12-20 00:00:00","6.47","4.47",NULL,NULL,NULL
"2003-12-21 00:00:00","7.34","4.74",NULL,NULL,NULL
"2003-12-22 00:00:00","4.02","2.73",NULL,NULL,NULL
"2003-12-23 00:00:00","3.64","2.61",NULL,NULL,NULL
"2003-12-24 00:00:00","3.42","2.61",NULL,NULL,NULL
"2003-12-25 00:00:00","4.34","3.51",NULL,NULL,NULL
"2003-12-26 00:00:00","6.38","4.56",NULL,NULL,NULL
"2003-12-27 00:00:00","6.37","4.45",NULL,NULL,NULL
"2003-12-28 00:00:00","6.78","4.62",NULL,NULL,NULL
"2003-12-29 00:00:00","3.5","2.47",NULL,NULL,NULL
"2003-12-30 00:00:00","1.52","1.19",NULL,NULL,NULL
"2003-12-31 00:00:00","2.65","1.81",NULL,NULL,NULL
"2004-01-01 00:00:00","3.51","2.5",NULL,NULL,NULL
"2004-01-02 00:00:00","3.15","2.28",NULL,NULL,NULL
"2004-01-03 00:00:00","1.76","1.36",NULL,NULL,NULL
"2004-01-04 00:00:00","3.5","2.51",NULL,NULL,NULL
"2004-01-05 00:00:00","3.07","2.27",NULL,NULL,NULL
"2004-01-06 00:00:00","4.12","3.05",NULL,NULL,NULL
"2004-01-07 00:00:00","3.09","2.26",NULL,NULL,NULL
"2004-01-08 00:00:00","6.05","4.57",NULL,NULL,NULL
"2004-01-09 00:00:00","4.92","3.46",NULL,NULL,NULL
"2004-01-10 00:00:00","3.57","2.66",NULL,NULL,NULL
"2004-01-11 00:00:00","6.59","4.53",NULL,NULL,NULL
"2004-01-12 00:00:00","5.59","3.73",NULL,NULL,NULL
"2004-01-13 00:00:00","7.08","4.74",NULL,NULL,NULL
"2004-01-14 00:00:00","6.1","4.05",NULL,NULL,NULL
"2004-01-15 00:00:00","5.29","3.61",NULL,NULL,NULL
"2004-01-16 00:00:00","8.3","5.59",NULL,NULL,NULL
"2004-01-17 00:00:00","4.28","2.8",NULL,NULL,NULL
"2004-01-18 00:00:00","4.16","2.97",NULL,NULL,NULL
"2004-01-19 00:00:00","5.12","3.45",NULL,NULL,NULL
"2004-01-20 00:00:00","3.58","2.61",NULL,NULL,NULL
"2004-01-21 00:00:00","1.73","1.33",NULL,NULL,NULL
"2004-01-22 00:00:00","3.59","2.64",NULL,NULL,NULL
"2004-01-23 00:00:00","2.84","1.82",NULL,NULL,NULL
"2004-01-24 00:00:00","3.43","2.48",NULL,NULL,NULL
"2004-01-25 00:00:00","2.39","1.67",NULL,NULL,NULL
"2004-01-26 00:00:00","4.45","3.16",NULL,NULL,NULL
"2004-01-27 00:00:00","3.16","2.09",NULL,NULL,NULL
"2004-01-28 00:00:00","4.49","2.97",NULL,NULL,NULL
"2004-01-29 00:00:00","5","3.22",NULL,NULL,NULL
"2004-01-30 00:00:00","5.68","4.04",NULL,NULL,NULL
"2004-01-31 00:00:00","9.78","6.93",NULL,NULL,NULL
"2004-02-01 00:00:00","8.29","5.53",NULL,NULL,NULL
"2004-02-02 00:00:00","7.02","4.51",NULL,NULL,NULL
"2004-02-03 00:00:00","5.93","4.6",NULL,NULL,NULL
"2004-02-04 00:00:00","5.92","4.5",NULL,NULL,NULL
"2004-02-05 00:00:00","5.89","4.14",NULL,NULL,NULL
"2004-02-06 00:00:00","6.25","4.21",NULL,NULL,NULL
"2004-02-07 00:00:00","7.74","4.93",NULL,NULL,NULL
"2004-02-08 00:00:00","8.13","5.63",NULL,NULL,NULL
"2004-02-09 00:00:00","4.01","2.84",NULL,NULL,NULL
"2004-02-10 00:00:00","3.86","2.68",NULL,NULL,NULL
"2004-02-11 00:00:00","3.85","2.6",NULL,NULL,NULL
"2004-02-12 00:00:00","1.43","0.91",NULL,NULL,NULL
"2004-02-13 00:00:00","1.39","0.97",NULL,NULL,NULL
"2004-02-14 00:00:00","1.25","0.84",NULL,NULL,NULL
"2004-02-15 00:00:00","1.25","0.81",NULL,NULL,NULL
"2004-02-16 00:00:00","1.79","1.17",NULL,NULL,NULL
"2004-02-17 00:00:00","1.71","1.09",NULL,NULL,NULL
"2004-02-18 00:00:00","3.68","2.59",NULL,NULL,NULL
"2004-02-19 00:00:00","5.72","3.75",NULL,NULL,NULL
"2004-02-20 00:00:00","4.74","3.03",NULL,NULL,NULL
"2004-02-21 00:00:00","3.4","2.55",NULL,NULL,NULL
"2004-02-22 00:00:00","3.95","2.82",NULL,NULL,NULL
"2004-02-23 00:00:00","3.4","2.22",NULL,NULL,NULL
"2004-02-24 00:00:00","3.89","2.63",NULL,NULL,NULL
"2004-02-25 00:00:00","3.11","2.03",NULL,NULL,NULL
"2004-02-26 00:00:00","3.7","2.45",NULL,NULL,NULL
"2004-02-27 00:00:00","3.7","2.57",NULL,NULL,NULL
"2004-02-28 00:00:00","2.12","1.53",NULL,NULL,NULL
"2004-02-29 00:00:00","2.41","1.65",NULL,NULL,NULL
"2004-03-01 00:00:00","2.99","2.16",NULL,NULL,NULL
"2004-03-02 00:00:00","2.83","1.87",NULL,NULL,NULL
"2004-03-03 00:00:00","2.35","1.79",NULL,NULL,NULL
"2004-03-04 00:00:00","2.65","2.16",NULL,NULL,NULL
"2004-03-05 00:00:00","2.69","1.48",NULL,NULL,NULL
"2004-03-06 00:00:00","3.01","2.1",NULL,NULL,NULL
"2004-03-07 00:00:00","2.08","1.4",NULL,NULL,NULL
"2004-03-08 00:00:00","3.31","2.17",NULL,NULL,NULL
"2004-03-09 00:00:00","4.08","2.97",NULL,NULL,NULL
"2004-03-10 00:00:00","3.08","2.23",NULL,NULL,NULL
"2004-03-11 00:00:00","2.26","1.52",NULL,NULL,NULL
"2004-03-12 00:00:00","4.42","3.27",NULL,NULL,NULL
"2004-03-13 00:00:00","5.1","3.77",NULL,NULL,NULL
"2004-03-14 00:00:00","6.62","4.84",NULL,NULL,NULL
"2004-03-15 00:00:00","5.54","3.92",NULL,NULL,NULL
"2004-03-16 00:00:00","3.63","2.79",NULL,NULL,NULL
"2004-03-17 00:00:00","2.78","2.07",NULL,NULL,NULL
"2004-03-18 00:00:00","3.14","2.06",NULL,NULL,NULL
"2004-03-19 00:00:00","7.44","4.76",NULL,NULL,NULL
"2004-03-20 00:00:00","8.94","5.86",NULL,NULL,NULL
